appid,name,developer,publisher,score_rank,positive,negative,userscore,owners,average_forever,average_2weeks,median_forever,median_2weeks,price,initialprice,discount,ccu
1562860,Distancing,"Jan Place Jakobsen, Kristoffer Juel Friis, Jonas Skjønnemann, Ignacy Grabowski","Jan Place Jakobsen, Kristoffer Juel Friis, Jonas Skjønnemann, Ignacy Grabowski",,119,33,0,"50,000 .. 100,000",0,0,0,0,0,0,0,0
584170,Freedom Locomotion VR,Huge Robot,Huge Robot,,192,30,0,"50,000 .. 100,000",36,0,50,0,0,0,0,0
725780,Play With Me: Escape Room,Airem,Airem,,324,188,0,"50,000 .. 100,000",166,0,192,0,299,299,0,0
1946140,Jigsaw Puzzles Infinite,Bartek Karczmarczyk,Bartek Karczmarczyk,,324,55,0,"50,000 .. 100,000",215,0,298,0,0,0,0,31
1235360,Epic Conquest 2,Gaco Games,Gaco Games,,327,62,0,"50,000 .. 100,000",14,0,14,0,0,0,0,0
368860,Garbage Day,Svajūnas Žemaitis,Svajūnas Žemaitis,,368,757,0,"50,000 .. 100,000",336,0,336,0,1499,1499,0,0
378300,The Knobbly Crook,Gnarled Scar Manipulations,Gnarled Scar Manipulations,,203,19,0,"50,000 .. 100,000",209,0,215,0,0,0,0,2
623310,Arcfall,Neojac Entertainment inc.,Neojac Entertainment Inc.,,193,156,0,"50,000 .. 100,000",3450,0,3465,0,0,0,0,0
1388910,Deadly Forest,Rpg Adventures,Rpg Adventures,,11,19,0,"50,000 .. 100,000",0,0,0,0,0,0,0,0
743580,CARRUMBLE,3DClouds,3DClouds,,98,59,0,"50,000 .. 100,000",0,0,0,0,0,0,0,2
569720,TUNNEL DIVERS,Spasman Games,Spasman Games,,111,17,0,"50,000 .. 100,000",53,0,58,0,0,0,0,0
1275590,Dieselpunk Wars Prologue,"Image Power S.A., Roasted Games","Image Power S.A., PlayWay S.A.",,129,42,0,"50,000 .. 100,000",0,0,0,0,0,0,0,0
593620,The Last Conflict,Darker Emerald,EmmyGames,,192,55,0,"50,000 .. 100,000",147,0,63,0,0,0,0,0
1078000,Gamecraft,Freejam,Freejam,,640,210,0,"50,000 .. 100,000",1226,0,17,0,0,0,0,1
1417010,Shrine II,"Scumhead, Mengo",Scumhead,,773,62,0,"50,000 .. 100,000",0,0,0,0,0,0,0,1
1012240,旅燕归航 Swallow Homing,"吃了就睡工作室, 次韵和",吃了就睡工作室,,777,14,0,"50,000 .. 100,000",0,0,0,0,0,0,0,1
445230,Lost girl`s [diary],SmoleVN,SmoleVN,,902,197,0,"50,000 .. 100,000",64,0,98,0,0,0,0,2
248970,Vector,,Nekki GmbH,,1077,136,0,"50,000 .. 100,000",274,0,184,0,699,699,0,6
448930,About Elise,Toni Domínguez,Toni Domínguez,,111,34,0,"50,000 .. 100,000",269,0,269,0,0,0,0,0
349580,Burstfire,Nacho Games,Nacho Games,,343,474,0,"50,000 .. 100,000",241,0,309,0,0,0,0,0
412310,Labyrinth,Free Range Games,Free Range Games,,181,91,0,"50,000 .. 100,000",120,0,209,0,0,0,0,0
718790,Warmonger,JoyImpact,GAMESinFLAMES,,169,126,0,"50,000 .. 100,000",257,0,294,0,0,0,0,0
587460,Knightfall: Rivals,Behaviour Interactive Inc.,Behaviour Interactive Inc.,,56,42,0,"50,000 .. 100,000",37,0,53,0,0,0,0,0
1202100,Bodyless,Virtual and Physical Media Integration Association of Taiwan,Virtual and Physical Media Integration Association of Taiwan,,47,11,0,"50,000 .. 100,000",0,0,0,0,0,0,0,0
2460770,The Complex IV,SC,SC,,9,2,0,"50,000 .. 100,000",0,0,0,0,0,0,0,1
432290,Elemental Heroes,mPower Games Studio,mPower Games Studio,,108,71,0,"50,000 .. 100,000",307,0,524,0,0,0,0,1
1027990,Antenna Dilemma,Goloso Games,Goloso Games,,208,14,0,"50,000 .. 100,000",0,0,0,0,0,0,0,0
1016110,Self Reliance 自我性赖,"Eroducate, MohaElder169",Eroducate,,609,89,0,"50,000 .. 100,000",0,0,0,0,0,0,0,0
1994230,Almost Home Now,Timberwell 本幺,Timberwell 本幺,,628,115,0,"50,000 .. 100,000",0,0,0,0,0,0,0,0
1184320,FIT Food,BP,FIT Talent Games,,92,30,0,"50,000 .. 100,000",0,0,0,0,0,0,0,0
560790,Red Spider2: Exiled,studio wasp,studio wasp,,23,2,0,"50,000 .. 100,000",223,0,223,0,0,0,0,0
937980,Jellyfish Season,Kombinat,Kombinat,,71,21,0,"50,000 .. 100,000",0,0,0,0,0,0,0,0
1315070,Vaccine19,coolnames,coolnames,,57,18,0,"50,000 .. 100,000",0,0,0,0,0,0,0,0
691930,MSI Electric City: Core Assault,HyperBot Studio,MSI,,81,8,0,"50,000 .. 100,000",29,0,50,0,0,0,0,0
1567370,just a game to test your lQ,woodya,woodya,,231,124,0,"50,000 .. 100,000",0,0,0,0,0,0,0,0
591680,Taphouse VR,Catland,"Catland, Adjective Animal",,237,17,0,"50,000 .. 100,000",46,0,55,0,0,0,0,0
547050,RYB,FLEB,FLEB,,390,43,0,"50,000 .. 100,000",80,3,104,3,0,0,0,1
862440,Angel Wings,RumR Design,RumR Design,,565,73,0,"50,000 .. 100,000",0,0,0,0,0,0,0,2
1170640,When The Past Was Around - Prologue,Mojiken,Toge Productions,,640,38,0,"50,000 .. 100,000",17,0,17,0,0,0,0,0
2587450,Tank Team,Finndustries,Finndustries,,695,51,0,"50,000 .. 100,000",58,0,55,0,0,0,0,8
325260,PANZER BALL,Oz,Oz,,1113,125,0,"50,000 .. 100,000",111,0,57,0,499,499,0,0
1151080,Legend of Keepers: Prologue,Goblinz Studio,Goblinz Publishing,,2187,182,0,"50,000 .. 100,000",139,0,119,0,0,0,0,1
272060,Serena,Senscape,Senscape,,4957,1484,0,"50,000 .. 100,000",512,0,2,0,0,0,0,4
1299220,Rockytown,Objectif 3D,Objectif 3D,,9,2,0,"50,000 .. 100,000",0,0,0,0,0,0,0,0
401690,Life in Bunker,Flox Studios,Flox Studios ,,199,131,0,"50,000 .. 100,000",353,0,491,0,1599,1599,0,0
265810,The Sandbox,PIXOWL INC.,PIXOWL INC.,,309,254,0,"50,000 .. 100,000",402,0,220,0,499,499,0,0
2700060,DarkAndLight,CJBNY,CJBNY,,2,4,0,"50,000 .. 100,000",0,0,0,0,0,0,0,0
1460230,Javols VR,IGO,Région Occitanie -  Direction de la Culture et du Patrimoine et Direction des systèmes d’information et des usages numériques,,11,3,0,"50,000 .. 100,000",0,0,0,0,0,0,0,0
1356470,The Rooster's Chess,The Rooster's Chess,The Rooster's Chess,,4,4,0,"50,000 .. 100,000",0,0,0,0,0,0,0,0
783070,Robotics in VR,VRobot,VRobot,,21,4,0,"50,000 .. 100,000",29,0,29,0,0,0,0,0
529770,Ley Lines,Miria Studios,Miria Studios,,127,26,0,"50,000 .. 100,000",45,0,56,0,0,0,0,0
1483010,Fight For Eden,Andonis Gaja,Andonis Gaja,,9,7,0,"50,000 .. 100,000",0,0,0,0,0,0,0,0
1081810,时之扉,JT Interactive Entertainment,JT Interactive Entertainment,,20,23,0,"50,000 .. 100,000",0,0,0,0,0,0,0,0
348700,Walkover,Millenium Project Enterprises,Millenium Project Enterprises,,86,50,0,"50,000 .. 100,000",101,0,101,0,0,0,0,2
1993560,Endure Island,Izanabit,Izanabit,,22,28,0,"50,000 .. 100,000",0,0,0,0,0,0,0,0
493780,Nightork Adventures - Beyond the Moons of Shadalee,Warptear Entertainment,Warptear Entertainment,,41,38,0,"50,000 .. 100,000",215,0,221,0,0,0,0,1
572660,Nick,Firstborn Games,Firstborn Games,,70,17,0,"50,000 .. 100,000",385,0,412,0,0,0,0,0
1417490,Fractal Fury,Alex,Alex,,107,40,0,"50,000 .. 100,000",0,0,0,0,0,0,0,0
458590,ABE VR,Hammerhead VR,Hammerhead VR,,190,118,0,"50,000 .. 100,000",41,0,72,0,0,0,0,1
653220,Chroma Blast,William Cheek,William Cheek,,207,47,0,"50,000 .. 100,000",482,0,202,0,0,0,0,0
745560,Overclocked,Magnesium Ninja,Magnesium Ninja,,300,24,0,"50,000 .. 100,000",0,0,0,0,0,0,0,0
1318420,Summer in Mara Prologue,Chibig,Chibig,,909,135,0,"50,000 .. 100,000",19,0,21,0,0,0,0,0
1368860,像素女友,HIROKO IMAKI,Pujia8 Studio,,1347,21,0,"50,000 .. 100,000",0,0,0,0,0,0,0,0
673620,Slizer Battle Management System,slizer88,slizer88,,58,12,0,"50,000 .. 100,000",352,0,687,0,0,0,0,0
1012730,九劫曲:诅咒之地 NineTrials Test Server,深圳市爱玩游戏科技有限公司,深圳市爱玩游戏科技有限公司,,148,134,0,"50,000 .. 100,000",19,0,25,0,0,0,0,0
1109420,The Luminist,Lucid Dream,DigiPen Institute of Technology,,44,7,0,"50,000 .. 100,000",0,0,0,0,0,0,0,0
854110,AFTER-H,SmartVR Studio,SmartVR Studio,,58,47,0,"50,000 .. 100,000",0,0,0,0,0,0,0,0
347630,16 Bit Arena,islesofciphar.com,16bitarena.com,,45,32,0,"50,000 .. 100,000",1196,0,1196,0,0,0,0,0
1520810,Flatline,T-Hex,DigiPen Institute of Technology,,14,7,0,"50,000 .. 100,000",0,0,0,0,0,0,0,0
628700,The Flaws of Gravity,Absorbed Studios,Absorbed Studios,,146,91,0,"50,000 .. 100,000",570,0,570,0,0,0,0,0
604190,Storm Riders,"Mokylin Tech. Co.,Ltd",101XP,,58,301,0,"50,000 .. 100,000",86,0,86,0,0,0,0,0
615340,Mystic Journey: Tri Peaks Solitaire,FIVE-BN GAMES,FIVE-BN GAMES,,90,83,0,"50,000 .. 100,000",455,0,636,0,0,0,0,2
461750,Ghoul Kid,Specter Game Studios,Specter Game Studios,,123,39,0,"50,000 .. 100,000",73,0,130,0,0,0,0,0
598530,Naev,Naev Team,Naev Team,,164,43,0,"50,000 .. 100,000",60,0,60,0,0,0,0,0
1219590,HEAT REBORN,HEAT REBORN DEV TEAM,HEAT REBORN DEV TEAM,,185,112,0,"50,000 .. 100,000",0,0,0,0,0,0,0,0
861930,Kidz,Battleham,Taiwan Public Television Service Foundation,,239,37,0,"50,000 .. 100,000",0,0,0,0,0,0,0,1
1429100,Siren Head: The Siren's Forest,Gwydion LLyr Meredydd,Gwydion LLyr Meredydd,,267,248,0,"50,000 .. 100,000",0,0,0,0,0,0,0,0
1035750,文字獄,Jia-Ho Jian,Jia-Ho Jian,,283,33,0,"50,000 .. 100,000",0,0,0,0,0,0,0,1
256390,MotoGP14,Milestone S.r.l.,"Plug In Digital, Milestone S.r.l.",,303,250,0,"50,000 .. 100,000",82,0,100,0,999,999,0,1
882110,Google Spotlight Stories: Age of Sail,Google Inc.,Google Inc.,,458,7,0,"50,000 .. 100,000",33,0,54,0,0,0,0,0
1464930,Seek Girl Ⅶ,DSGame,DSGame,,913,360,0,"50,000 .. 100,000",203,0,35,0,199,199,0,0
1435310,Shotgun Witch,"Asephy, Dementori, Jchoco",Asephy,,1016,33,0,"50,000 .. 100,000",0,0,0,0,0,0,0,0
1679290,Fire & Maneuver,"Armchair History Interactive, Targon Studios",Armchair History Interactive,,2085,621,0,"50,000 .. 100,000",280,0,28,0,999,999,0,6
498600,MSI Electric City,Metanaut,MSI,,104,37,0,"50,000 .. 100,000",260,0,260,0,0,0,0,1
552140,CAGE,KorteGames,KorteGames,,116,17,0,"50,000 .. 100,000",257,0,257,0,0,0,0,0
1348970,Ego In A Coma (自我、状態、昏睡。),KoS Studios,KoS Studios,,333,66,0,"50,000 .. 100,000",0,0,0,0,0,0,0,1
1157560,Arcane Showdown - Battle Arena,Big Huge Games Inc,Big Huge Games Inc,,265,105,0,"50,000 .. 100,000",92,0,92,0,0,0,0,0
978840,Nanobotic,FrozenPixel (FPX),FrozenPixel (FPX),,103,56,0,"50,000 .. 100,000",0,0,0,0,0,0,0,0
1462760,Neon Wings: Air Race,"Fubenalvo, SXtheOne",Fubenalvo,,15,3,0,"50,000 .. 100,000",0,0,0,0,0,0,0,0
449000,Steno Arcade,For All To Play,For All To Play,,141,40,0,"50,000 .. 100,000",25,0,37,0,0,0,0,2
415840,Mystic Saga,FIVE-BN GAMES,8Floor,,157,110,0,"50,000 .. 100,000",286,0,329,0,499,499,0,1
434430,Abbot's Book Demo,"The Abbot's Book, LLC","Blackthorn Media, LLC",,184,25,0,"50,000 .. 100,000",769,0,1531,0,0,0,0,1
489560,Astroflux,Fula Fisken,Fula Fisken,,240,93,0,"50,000 .. 100,000",89,0,143,0,0,0,0,3
543030,Slap The Fly,Forceight,Forceight,,264,129,0,"50,000 .. 100,000",359,0,654,0,599,599,0,2
959750,A Book of Beasts and Buddies,Squiddershins,Squiddershins,,377,18,0,"50,000 .. 100,000",0,0,0,0,0,0,0,0
934860,La Rana,Frog Paw Studios,SMU Guildhall,,410,19,0,"50,000 .. 100,000",0,0,0,0,0,0,0,0
1302110,Inertial Drift: Sunset Prologue,Level 91 Entertainment,PQube,,418,77,0,"50,000 .. 100,000",63,0,86,0,0,0,0,1
2214080,Die in the Dungeon: PROLOGUE,DitD Team,HypeTrain Digital,,431,21,0,"50,000 .. 100,000",30,0,38,0,0,0,0,1
2882870,Doll Impostor,David Gallardo,HeadArrow,,854,46,0,"50,000 .. 100,000",119,0,119,0,799,799,0,15
1264740,Lucid Dream,sizrit,sizrit,,921,84,0,"50,000 .. 100,000",0,0,0,0,0,0,0,2
824300,Dragon Awaken,Game Hollywood,Global Genom Corporate,,24,37,0,"50,000 .. 100,000",0,0,0,0,0,0,0,0
873910,Rail World,Independent Arts Software,upjers,,32,73,0,"50,000 .. 100,000",0,0,0,0,0,0,0,0
1168250,Shades Of Heroes,Infosuccess3d,Infosuccess3d,,22,8,0,"50,000 .. 100,000",0,0,0,0,0,0,0,0
886160,Respublica,Drahgoone,4thNode,,133,89,0,"50,000 .. 100,000",0,0,0,0,0,0,0,0
502130,Ctrl CV,ZPink,PsychoFlux Entertainment,,201,55,0,"50,000 .. 100,000",47,0,63,0,99,99,0,0
979170,CARDCORE,"Azorian, kron0s_alexey, Pavel_Balakin",Elina Faritovna Balakina,,19,20,0,"50,000 .. 100,000",0,0,0,0,0,0,0,0
1017080,RWBY Deckbuilding Game,80Arcade,Rooster Teeth,,132,61,0,"50,000 .. 100,000",215,0,321,0,0,0,0,0
1389370,Jumpala: Tryouts Edition,Yokereba Games,Versus Evil,,20,0,0,"50,000 .. 100,000",41,0,41,0,0,0,0,0
1134030,The Paperman,Proto1Studios,Proto1Studios,,216,96,0,"50,000 .. 100,000",0,0,0,0,0,0,0,0
828050,The Mirror Lied,Freebird Games,Freebird Games,,792,108,0,"50,000 .. 100,000",40,0,52,0,0,0,0,0
1052500,御龙在天-平衡国战版,深圳墨麟科技股份有限公司,深圳墨麟科技股份有限公司,,38,66,0,"50,000 .. 100,000",0,0,0,0,0,0,0,0
937350,Food Drive: Race against Hunger,Gamers for Good,Gamers for Good,,100,8,0,"50,000 .. 100,000",0,0,0,0,0,0,0,0
548290,Dark Eden,SOFTON ENTERTAINMENT,SOFTON ENTERTAINMENT,,132,135,0,"50,000 .. 100,000",42,0,67,0,0,0,0,1
347950,Palace of Cards,Spiele-Palast GmbH,Spiele-Palast GmbH,,164,79,0,"50,000 .. 100,000",204,0,204,0,0,0,0,10
1068300,Logitech VR Ink Driver,Logitech Inc.,Logitech Inc.,,8,1,0,"50,000 .. 100,000",0,0,0,0,0,0,0,0
1360620,"20,000 Miles Under the Sea",CreaTeam,CreaTeam,,53,84,0,"50,000 .. 100,000",0,0,0,0,0,0,0,0
1075430,Cowpocalypse - Episode 0,Balazs Hrabacsik,Balazs Hrabacsik,,175,28,0,"50,000 .. 100,000",0,0,0,0,0,0,0,0
886460,Outside the Lines,Tad &amp; Ice Productions,Tad &amp; Ice Productions,,134,29,0,"50,000 .. 100,000",0,0,0,0,0,0,0,0
934850,Cyberdrome,Team Entropy,SMU Guildhall,,200,28,0,"50,000 .. 100,000",0,0,0,0,0,0,0,0
398450,Absent,FNGames,FNGames,,320,74,0,"50,000 .. 100,000",250,0,311,0,0,0,0,1
1185370,Parked In The Dark,Black Curtain Studio,Black Curtain Studio,,21,16,0,"50,000 .. 100,000",0,0,0,0,0,0,0,0
576940,Hunt For Gods,StarworkGC,StarworkGC,,67,35,0,"50,000 .. 100,000",585,0,589,0,0,0,0,0
914450,Test Subject 901,SpinVR.ca,SpinVR.ca,,36,9,0,"50,000 .. 100,000",0,0,0,0,0,0,0,0
1169490,Interactive Horror Stories,Aslan Game Studio,Aslan Game Studio,,95,46,0,"50,000 .. 100,000",0,0,0,0,0,0,0,0
290060,Glitchspace,Space Budgie,Space Budgie,,267,99,0,"50,000 .. 100,000",33,0,33,0,0,0,0,0
1225810,FOS,Enoops,Enoops,,276,71,0,"50,000 .. 100,000",0,0,0,0,0,0,0,1
1836550,Tap Wizard 2,TopCog,TopCog,,357,110,0,"50,000 .. 100,000",1377,0,219,0,0,0,0,24
823830,Frightened Beetles,Anatoliy Loginovskikh,Anatoliy Loginovskikh,,500,46,0,"50,000 .. 100,000",10,0,10,0,0,0,0,0
726390,Scream Collector,PuzzleRoo,PuzzleRoo,,701,94,0,"50,000 .. 100,000",1220,0,205,0,0,0,0,25
885640,Lynne,ebi-hime,ebi-hime,,836,215,0,"50,000 .. 100,000",356,0,108,0,0,0,0,0
817360,The Outer Rim: Survivor,Katoa Games,Katoa Games,,49,17,0,"50,000 .. 100,000",8,0,8,0,0,0,0,0
622470,Road Dogs,Teletower Studios,Teletower Studios,,71,70,0,"50,000 .. 100,000",404,0,404,0,0,0,0,0
999830,Becalm,Colorfiction,Colorfiction,,311,58,0,"50,000 .. 100,000",0,0,0,0,0,0,0,0
613590,Dungeon Of Zaar - Open Beta,KURB,Plug In Digital,,97,41,0,"50,000 .. 100,000",19,0,19,0,0,0,0,0
1425790,刺沙,刺沙,刺沙,,7,12,0,"50,000 .. 100,000",0,0,0,0,0,0,0,0
1045590,Kaisuo,Team Lantern LLC,Team Lantern LLC,,45,13,0,"50,000 .. 100,000",0,0,0,0,0,0,0,0
49900,Plain Sight,Beatnik Games,Beatnik Games,,195,96,0,"50,000 .. 100,000",170,0,201,0,0,0,0,0
1389510,Souls Lore,"Gotcha Gotcha Games, 道楽, KADOKAWA",Gotcha Gotcha Games,,10,1,0,"50,000 .. 100,000",0,0,0,0,0,0,0,0
2242420,The Showdown Effect: Reloaded,GIII Holdings LLC,GIII Holdings LLC,,41,8,0,"50,000 .. 100,000",0,0,0,0,0,0,0,0
1850070,Fireteam,Ryan Laley Games,Ryan Laley Games,,44,22,0,"50,000 .. 100,000",0,0,0,0,0,0,0,0
1455590,Sword of the Necromancer - Prologue,Grimorio of Games,JanduSoft,,263,41,0,"50,000 .. 100,000",0,0,0,0,0,0,0,0
1082450,Gold Hunter,eXtreme Studios,eXtreme Studios,,270,379,0,"50,000 .. 100,000",118,0,150,0,2499,2499,0,4
953570,White Dove 白雀,不公开,0Cube,,342,62,0,"50,000 .. 100,000",0,0,0,0,0,0,0,1
2096510,The Ouroboros King,Oriol Cosp Games,"Oriol Cosp Games, Hawthorn Games",,372,75,0,"50,000 .. 100,000",45,19,65,19,999,999,0,7
559010,Cosmic Sugar VR,David Lobser,Object Normal,,385,27,0,"50,000 .. 100,000",61,0,43,0,0,0,0,1
369030,Vinyl,Manipulation Machine,Manipulation Machine,,189,128,0,"50,000 .. 100,000",51,0,89,0,0,0,0,1
1336450,Poco In,Sonic-Alpha,NS,,31,7,0,"50,000 .. 100,000",0,0,0,0,0,0,0,0
941120,Optimum Link,Protoria Studios,Protoria Studios,,78,36,0,"50,000 .. 100,000",0,0,0,0,0,0,0,0
2153920,DOWNFALLEN,DOWNFALLEN Team,PsychoFlux Entertainment,,11,1,0,"50,000 .. 100,000",0,0,0,0,99,99,0,0
1398210,Selene ~Apoptosis~,"Viscum key, Nupu Neko Dev",Nupu Neko Dev,,1701,206,0,"50,000 .. 100,000",75,0,60,0,0,0,0,5
2077550,Eremidia - Archivist's Curse,Crescent Sun,YSY Softworks,,54,4,0,"50,000 .. 100,000",0,0,0,0,0,0,0,1
561440,Graffiti Bombing,"Urban Weaponry, Will Lingard","Urban Weaponry, Will Lingard",,81,30,0,"50,000 .. 100,000",0,0,0,0,0,0,0,1
1479960,Arcus,LWMedia,LWMedia,,85,9,0,"50,000 .. 100,000",0,0,0,0,0,0,0,0
1528570,Royale Island Showdown,Logan Thatcher,Logan Thatcher,,108,22,0,"50,000 .. 100,000",0,0,0,0,0,0,0,0
531190,HEBEREKE!: March! Red Army Girls' Brigade,Flying Panjandrum,Henteko Doujin,,183,28,0,"50,000 .. 100,000",57,0,61,0,0,0,0,0
553880,Archangel: Hellfire - Enlist FREE,Skydance Interactive,Skydance Interactive,,211,174,0,"50,000 .. 100,000",46,0,57,0,0,0,0,0
474030,The Abbey of Crime Extensum,"Manuel Pazos, Daniel Celemín","Manuel Pazos, Daniel Celemín",,245,42,0,"50,000 .. 100,000",33,0,37,0,0,0,0,0
1084480,Wanna Survive,PINIX,"PINIX, Light of Creators",,274,18,0,"50,000 .. 100,000",716,0,716,0,1199,1199,0,3
607460,Battle Snails,"RocketSnail, SkyVu",RocketSnail,,289,39,0,"50,000 .. 100,000",594,0,594,0,0,0,0,0
375750,Invisigun Reloaded,Sombr Studio,Sombr Studio,,458,70,0,"50,000 .. 100,000",159,0,196,0,499,499,0,2
917240,Heavy Dreams,JMC Games,JMC Games,,65,108,0,"50,000 .. 100,000",0,0,0,0,0,0,0,0
949000,Marble Combat,Phantom8 Studio,Alternative Software Ltd,,125,36,0,"50,000 .. 100,000",136,0,124,0,0,0,0,0
1299990,Whateverland: Prologue,Caligari Games,"Caligari Games, WhisperGames",,160,26,0,"50,000 .. 100,000",0,0,0,0,0,0,0,0
394130,Water Bears VR,Schell Games,Schell Games,,168,13,0,"50,000 .. 100,000",106,0,116,0,0,0,0,0
790790,Impossible Runner,Kwebbelkop,Kwebbelkop,,147,87,0,"50,000 .. 100,000",12,0,16,0,0,0,0,0
634070,Murnatan,AAAGAMES,AAAGAMES,,73,41,0,"50,000 .. 100,000",14,0,14,0,0,0,0,0
907050,Deep Space Classic,"Bondo Games, Blake Gillman","Bondo Games, Winning Streak Entertainment",,62,43,0,"50,000 .. 100,000",0,0,0,0,0,0,0,0
2261570,Spatial Terminal Engine (ST Engine),ST Platform,ST Platform,,49,28,0,"50,000 .. 100,000",0,0,0,0,0,0,0,0
616610,GetMeBro!,GimmeBreak,GimmeBreak,,108,25,0,"50,000 .. 100,000",0,0,0,0,0,0,0,0
1507410,Coloring Book for Kids,Peaksel,Peaksel,,127,14,0,"50,000 .. 100,000",155,0,155,0,0,0,0,7
