appid,name,developer,publisher,score_rank,positive,negative,userscore,owners,average_forever,average_2weeks,median_forever,median_2weeks,price,initialprice,discount,ccu,owners_min,owners_max,owners_median,release_date,genres,is_free,metacritic_score,dlc_count
34870,Sniper: Ghost Warrior 2,City Interactive,CI Games,,13533,4383,0,"1,000,000 .. 2,000,000",363,458,157,458,999,999,0,25,1000000,2000000,1500000.0,"11 Mar, 2013",Action,False,52,3
224540,Ace of Spades: Battle Builder,Jagex Limited,Jagex Limited,,11922,6346,0,"1,000,000 .. 2,000,000",927,0,279,0,0,0,0,0,1000000,2000000,1500000.0,,"Action, Indie",False,49,0
816020,JUMP FORCE,"Spike Chunsoft Co., Ltd.",BANDAI NAMCO Entertainment,,16682,6019,0,"1,000,000 .. 2,000,000",6616,0,350,0,0,0,0,12,1000000,2000000,1500000.0,"14 Feb, 2019",Action,False,60,0
681660,Bless Online,NEOWIZ BLESS STUDIO,NEOWIZ,,3683,6185,0,"1,000,000 .. 2,000,000",1419,0,169,0,0,0,0,0,1000000,2000000,1500000.0,"23 Oct, 2018","Action, Adventure, Free To Play, Massively Multiplayer, RPG",False,,0
448510,Overcooked,Ghost Town Games Ltd.,Team17 Digital Ltd,,13706,1469,0,"1,000,000 .. 2,000,000",343,45,127,45,1699,1699,0,61,1000000,2000000,1500000.0,"3 Aug, 2016","Action, Casual, Indie, Simulation",False,81,1
460920,Steep,"Ubisoft Annecy, Ubisoft Montpellier, Ubisoft Kiev",Ubisoft,,25437,5447,0,"1,000,000 .. 2,000,000",5502,57,264,78,449,2999,85,128,1000000,2000000,1500000.0,"2 Dec, 2016","Action, Sports",False,72,8
231060,Ragnarok Online 2,"Gravity, Inc.",Gravity Interactive,,1848,1336,0,"1,000,000 .. 2,000,000",1971,0,220,0,0,0,0,5,1000000,2000000,1500000.0,,,,,
215280,Secret World Legends,Funcom,Funcom,,6104,2956,0,"1,000,000 .. 2,000,000",1479,19,295,19,0,0,0,34,1000000,2000000,1500000.0,"31 Jul, 2017","Action, Adventure, Massively Multiplayer, RPG, Free To Play",True,76,3
377300,Thunder Tier One,"KRAFTON, Inc.","KRAFTON, Inc.",,3162,1573,0,"1,000,000 .. 2,000,000",242,0,103,0,0,0,0,102,1000000,2000000,1500000.0,"7 Dec, 2021","Action, Simulation, Free To Play",True,65,0
323850,Move or Die,"Xelu, Those Awesome Guys",Those Awesome Guys,,20818,2415,0,"1,000,000 .. 2,000,000",299,96,140,96,1499,1499,0,21,1000000,2000000,1500000.0,"21 Jan, 2016","Action, Indie",False,80,0
204340,Serious Sam II,Croteam,Devolver Digital,,11356,1312,0,"1,000,000 .. 2,000,000",300,373,124,704,999,999,0,61,1000000,2000000,1500000.0,"31 Jan, 2012","Action, Indie",False,74,1
841370,NBA 2K19,Visual Concepts,2K,,8866,13826,0,"1,000,000 .. 2,000,000",7994,12,4832,12,0,0,0,129,1000000,2000000,1500000.0,"10 Sep, 2018","Simulation, Sports",False,76,0
1755910,Capcom Arcade 2nd Stadium,"CAPCOM Co., Ltd.","CAPCOM Co., Ltd.",,665,312,0,"1,000,000 .. 2,000,000",306,0,362,0,5999,5999,0,42,1000000,2000000,1500000.0,"21 Jul, 2022","Action, Free To Play",True,,50
246900,Viscera Cleanup Detail,RuneStorm,RuneStorm,,20651,1639,0,"1,000,000 .. 2,000,000",567,226,282,226,1299,1299,0,140,1000000,2000000,1500000.0,"23 Oct, 2015","Indie, Simulation",False,,3
450390,The Lab,Valve,Valve,,6066,323,0,"1,000,000 .. 2,000,000",152,7,46,8,0,0,0,18,1000000,2000000,1500000.0,"5 Apr, 2016",Free To Play,True,,0
17480,Command & Conquer: Red Alert 3,EA Los Angeles,Electronic Arts,,12792,2220,0,"1,000,000 .. 2,000,000",1394,1,237,1,1988,1988,0,362,1000000,2000000,1500000.0,"8 Jan, 2009","Action, Strategy",False,82,0
249130,LEGO Marvel Super Heroes,Traveller's Tales,Warner Bros. Interactive Entertainment,,24959,1218,0,"1,000,000 .. 2,000,000",1385,16,507,16,1999,1999,0,298,1000000,2000000,1500000.0,"15 Nov, 2013","Action, Adventure",False,78,2
640590,The LEGO NINJAGO Movie Video Game,"Traveller's Tales, TT Games",Warner Bros. Interactive Entertainment,,6151,1028,0,"1,000,000 .. 2,000,000",816,61,48,61,299,1999,85,28,1000000,2000000,1500000.0,"13 Oct, 2017",Action,False,,0
431730,Aseprite,Igara Studio,Igara Studio,,21620,198,0,"1,000,000 .. 2,000,000",13536,2056,987,263,1999,1999,0,4541,1000000,2000000,1500000.0,"22 Feb, 2016","Animation & Modeling, Design & Illustration, Game Development",False,,0
374040,Portal Knights,Keen Games GmbH,505 Games,,18093,3593,0,"1,000,000 .. 2,000,000",1194,37,502,37,1999,1999,0,76,1000000,2000000,1500000.0,"18 May, 2017","Action, Adventure, RPG",False,72,12
490220,Prismata,Lunarch Studios,Lunarch Studios,,970,217,0,"1,000,000 .. 2,000,000",472,0,432,0,0,0,0,6,1000000,2000000,1500000.0,"8 Mar, 2018","Free To Play, Indie, Simulation, Strategy, Early Access",True,,1
921060,Modern Combat 5,Gameloft,Gameloft,,3130,2595,0,"1,000,000 .. 2,000,000",104,0,42,0,0,0,0,1,1000000,2000000,1500000.0,"24 Oct, 2018","Action, Free To Play, Massively Multiplayer",False,,0
1301720,Escape Room - Der kranke Kollege,Bitbeast Games,Bitbeast Games,,9872,2233,0,"1,000,000 .. 2,000,000",97,0,81,0,0,0,0,63,1000000,2000000,1500000.0,"5 Sep, 2020","Adventure, Casual, Free To Play",True,,2
70000,Dino D-Day,800 North and Digital Ranch,800 North and Digital Ranch,,12659,2391,0,"1,000,000 .. 2,000,000",221,0,108,0,999,999,0,3,1000000,2000000,1500000.0,"8 Apr, 2011","Action, Indie",False,53,2
1335200,Action Taimanin,LiLith,Infini-Brain inc.,,15495,3149,0,"1,000,000 .. 2,000,000",456,22,46,22,0,0,0,993,1000000,2000000,1500000.0,"5 Oct, 2020","Action, Adventure, RPG, Free To Play",True,,0
339280,Strife,S2 Games,S2 Games,,3730,1142,0,"1,000,000 .. 2,000,000",405,0,87,0,0,0,0,5,1000000,2000000,1500000.0,"22 May, 2015","Action, RPG, Strategy, Free To Play",True,,0
1201240,BLEACH Brave Souls,KLab Inc.,KLab Inc.,,10533,1351,0,"1,000,000 .. 2,000,000",10368,228,379,242,0,0,0,1349,1000000,2000000,1500000.0,"17 Aug, 2020","Action, Casual, RPG, Free To Play",True,,0
1259970,eFootball PES 2021 SEASON UPDATE,Konami Digital Entertainment,Konami Digital Entertainment,,29393,8549,0,"1,000,000 .. 2,000,000",4929,165,777,254,0,0,0,989,1000000,2000000,1500000.0,"15 Sep, 2020",Sports,False,,0
400040,ShareX,ShareX Team,ShareX Team,,7196,328,0,"1,000,000 .. 2,000,000",21353,1181,801,1753,0,0,0,2777,1000000,2000000,1500000.0,"2 Oct, 2015","Free To Play, Audio Production, Design & Illustration, Photo Editing, Utilities, Video Production, Web Publishing",True,,0
512900,Streets of Rogue,Matt Dabrowski,tinyBuild,,21076,857,0,"1,000,000 .. 2,000,000",864,167,328,199,1999,1999,0,317,1000000,2000000,1500000.0,"12 Jul, 2019","Action, Adventure, Indie, RPG",False,,3
383080,Sakura Clicker,Winged Cloud,Winged Cloud,,12127,2429,0,"1,000,000 .. 2,000,000",3363,0,91,0,0,0,0,58,1000000,2000000,1500000.0,"29 Jul, 2015","Casual, Free To Play, Indie",True,,21
573090,Stormworks: Build and Rescue,Geometa,Geometa,,47662,5280,0,"1,000,000 .. 2,000,000",11916,831,1574,161,2499,2499,0,1488,1000000,2000000,1500000.0,"17 Sep, 2020",Simulation,False,,3
457330,High Octane Drift,Cruderocks,Cruderocks,,3265,2684,0,"1,000,000 .. 2,000,000",154,5,28,5,0,0,0,4,1000000,2000000,1500000.0,"14 Oct, 2016","Racing, Simulation, Sports, Early Access",False,,0
361280,Turmoil,Gamious,Gamious,,13816,1037,0,"1,000,000 .. 2,000,000",735,99,365,99,389,1299,70,767,1000000,2000000,1500000.0,"2 Jun, 2016","Indie, Simulation, Strategy",False,73,3
210970,The Witness,"Thekla, Inc.","Thekla, Inc.",,16069,2868,0,"1,000,000 .. 2,000,000",615,149,230,195,3999,3999,0,103,1000000,2000000,1500000.0,"26 Jan, 2016","Adventure, Indie",False,87,0
516750,My Summer Car,Amistech Games,Amistech Games,,86445,4949,0,"1,000,000 .. 2,000,000",2965,271,792,283,1499,1499,0,1044,1000000,2000000,1500000.0,"8 Jan, 2025","Indie, Racing, Simulation",False,,0
715210,The Pillage,Bishop Armstrong,Bishop Armstrong,,49,7,0,"1,000,000 .. 2,000,000",112,0,36,0,299,299,0,0,1000000,2000000,1500000.0,"31 May, 2018","Action, Casual, Indie",False,,0
4580,"Warhammer 40,000: Dawn of War - Dark Crusade",Relic Entertainment,SEGA,,8658,318,0,"1,000,000 .. 2,000,000",982,19,259,19,0,0,0,236,1000000,2000000,1500000.0,"7 Aug, 2007",Strategy,False,87,0
356670,Spooky's Jump Scare Mansion,Lag Studios,Lag Studios,,13926,1072,0,"1,000,000 .. 2,000,000",127,0,52,0,0,0,0,8,1000000,2000000,1500000.0,"28 Jul, 2015","Action, Adventure, Free To Play, Indie",True,,2
977400,Cell to Singularity - Evolution Never Ends,Computer Lunch,Computer Lunch,,21284,2406,0,"1,000,000 .. 2,000,000",3448,32,253,32,0,0,0,3036,1000000,2000000,1500000.0,"3 Nov, 2021","Casual, Simulation, Free To Play",True,,0
295110,Just Survive,Daybreak Game Company,Daybreak Game Company,,45716,31640,0,"1,000,000 .. 2,000,000",3504,0,991,0,0,0,0,1,1000000,2000000,1500000.0,"15 Jan, 2015","Action, Adventure, Massively Multiplayer",False,,0
31280,Poker Night at the Inventory,Telltale Games,Soldak Entertainment,,8477,969,0,"1,000,000 .. 2,000,000",446,0,151,0,0,0,0,13,1000000,2000000,1500000.0,"22 Nov, 2010","Casual, Sports",False,71,0
212740,TERA - Action MMORPG,"Bluehole, Inc.",Gameforge 4D GmbH,,6071,1678,0,"1,000,000 .. 2,000,000",1645,0,212,0,0,0,0,1,1000000,2000000,1500000.0,"31 Jan, 2017","Action, Adventure, Free To Play, Massively Multiplayer, RPG",False,77,0
16900,GROUND BRANCH,BlackFoot Studios,MicroProse Software,,19351,2325,0,"1,000,000 .. 2,000,000",1312,105,448,147,2999,2999,0,349,1000000,2000000,1500000.0,"14 Aug, 2018","Action, Indie, Simulation, Early Access",False,,0
383980,Rivals of Aether,Aether Studios,Aether Studios,,34357,1469,0,"1,000,000 .. 2,000,000",1624,148,393,250,2999,2999,0,285,1000000,2000000,1500000.0,"28 Mar, 2017",Indie,False,,21
226700,Infestation: Survivor Stories 2020,Fredaikis AB,OP Productions LLC,,10644,14774,0,"1,000,000 .. 2,000,000",2858,0,449,0,0,0,0,30,1000000,2000000,1500000.0,,"Action, Indie, Massively Multiplayer, RPG, Free To Play",True,,0
394310,Punch Club,Lazy Bear Games,tinyBuild,,11986,2883,0,"1,000,000 .. 2,000,000",474,0,311,0,999,999,0,55,1000000,2000000,1500000.0,"8 Jan, 2016","Indie, RPG, Strategy",False,73,1
505460,Foxhole,Siege Camp,Siege Camp,,36855,7213,0,"1,000,000 .. 2,000,000",3372,528,549,510,2999,2999,0,2821,1000000,2000000,1500000.0,"28 Sep, 2022","Action, Indie, Massively Multiplayer, RPG, Strategy",False,,0
302670,Call to Arms,Digitalmindsoft,Digitalmindsoft,,18474,4759,0,"1,000,000 .. 2,000,000",16191,5066,162,10019,1499,1499,0,117,1000000,2000000,1500000.0,"27 Apr, 2018","Action, Indie, Simulation, Strategy",False,,3
230290,Universe Sandbox,Giant Army,Giant Army,,26456,992,0,"1,000,000 .. 2,000,000",864,26,186,39,2999,2999,0,357,1000000,2000000,1500000.0,"24 Aug, 2015","Casual, Indie, Simulation, Early Access",False,,0
242700,Injustice: Gods Among Us Ultimate Edition,"NetherRealm Studios, High Voltage Software",Warner Bros. Interactive Entertainment,,16534,2651,0,"1,000,000 .. 2,000,000",487,42,134,84,1999,1999,0,69,1000000,2000000,1500000.0,"29 Nov, 2013",Action,False,79,0
429660,Tales of Berseria,BANDAI NAMCO Studios Inc.,BANDAI NAMCO Entertainment,,16835,1573,0,"1,000,000 .. 2,000,000",1511,0,422,0,4999,4999,0,74,1000000,2000000,1500000.0,"26 Jan, 2017","Action, RPG",False,80,14
304030,ArcheAge,XLGAMES,Kakao Games Europe B.V.,,3833,3545,0,"1,000,000 .. 2,000,000",1852,0,327,0,0,0,0,2,1000000,2000000,1500000.0,"26 Mar, 2015","Massively Multiplayer, RPG, Free To Play",False,80,0
617830,SUPERHOT VR,SUPERHOT Team,SUPERHOT Team,,7652,2597,0,"1,000,000 .. 2,000,000",302,29,133,29,999,2499,60,30,1000000,2000000,1500000.0,"25 May, 2017","Action, Indie",False,83,0
747610,Zula Global,Madbyte Games,Madbyte Games,,5310,2285,0,"1,000,000 .. 2,000,000",808,21,214,24,0,0,0,170,1000000,2000000,1500000.0,"12 Jan, 2018","Action, Massively Multiplayer, Free To Play",True,,1
1022450,War Selection,Glyph Worlds,Glyph Worlds,,18745,3109,0,"1,000,000 .. 2,000,000",2862,512,131,840,0,0,0,507,1000000,2000000,1500000.0,"8 Oct, 2019","Indie, Massively Multiplayer, Strategy, Free To Play, Early Access",True,,0
326460,ShellShock Live,kChamp Games,kChamp Games,,32540,2353,0,"1,000,000 .. 2,000,000",1793,32,505,47,999,999,0,297,1000000,2000000,1500000.0,"22 May, 2020","Action, Casual, Indie, Massively Multiplayer, Strategy",False,,0
223850,3DMark,UL Solutions,UL Solutions,,17160,1192,0,"1,000,000 .. 2,000,000",647,53,215,25,874,3499,75,699,1000000,2000000,1500000.0,,Utilities,False,,21
1029550,Torque Drift,Grease Monkey Games,Grease Monkey Games,,9259,2867,0,"1,000,000 .. 2,000,000",129,42,43,42,0,0,0,91,1000000,2000000,1500000.0,"20 Apr, 2021",Racing,True,,42
437220,The Culling,Xaviant,Xaviant Games,,9960,7437,0,"1,000,000 .. 2,000,000",707,0,161,0,0,0,0,0,1000000,2000000,1500000.0,"5 Oct, 2017","Action, Free To Play, Indie",False,,0
21090,F.E.A.R.,"Monolith Productions, Inc., Timegate","Warner Bros. Games, Warner Bros. Interactive Entertainment",,15867,1069,0,"1,000,000 .. 2,000,000",348,54,176,106,999,999,0,87,1000000,2000000,1500000.0,"21 May, 2010",Action,False,88,0
578310,BRAIN / OUT,Desertkun,Desertkun,,12592,2769,0,"1,000,000 .. 2,000,000",735,0,88,0,0,0,0,9,1000000,2000000,1500000.0,"24 Feb, 2017","Action, Free To Play, Indie, Massively Multiplayer",True,,0
2252570,Football Manager 2024,Sports Interactive,SEGA,,20927,2121,0,"1,000,000 .. 2,000,000",22317,1355,14444,574,5999,5999,0,47931,1000000,2000000,1500000.0,"6 Nov, 2023","Simulation, Sports, Strategy",False,,1
794600,LET IT DIE,"GRASSHOPPER MANUFACTURE INC., SUPERTRICK GAMES, Inc.","GungHo Online Entertainment America, Inc.",,4404,1487,0,"1,000,000 .. 2,000,000",944,213,88,259,0,0,0,117,1000000,2000000,1500000.0,"26 Sep, 2018","Action, Free To Play",True,,77
234630,Project CARS,Slightly Mad Studios,"Codemasters, Slightly Mad Studios, Electronic Arts",,11422,2986,0,"1,000,000 .. 2,000,000",1168,0,378,0,0,0,0,45,1000000,2000000,1500000.0,"6 May, 2015","Racing, Simulation, Sports",False,83,0
489940,BATTALION 1944,BULKHEAD,BULKHEAD,,9796,6659,0,"1,000,000 .. 2,000,000",1591,1,287,1,0,0,0,4,1000000,2000000,1500000.0,"23 May, 2019","Action, Free To Play",True,,0
378860,Project CARS 2,Slightly Mad Studios,BANDAI NAMCO Entertainment,,14903,3471,0,"1,000,000 .. 2,000,000",1547,125,371,125,0,0,0,130,1000000,2000000,1500000.0,"21 Sep, 2017",Racing,False,84,0
382490,Relic Hunters Zero: Remix,Rogue Snail,Akupara Games,,6309,459,0,"1,000,000 .. 2,000,000",496,4,113,4,0,0,0,4,1000000,2000000,1500000.0,"18 Aug, 2015","Action, Indie, Free To Play",True,,1
517630,Just Cause 4 Reloaded,Avalanche Studios,Square Enix,,18698,11600,0,"1,000,000 .. 2,000,000",1037,69,351,69,6903,6903,0,232,1000000,2000000,1500000.0,"4 Dec, 2018","Action, Adventure",False,68,15
32440,LEGO Star Wars - The Complete Saga,Traveller's Tales,"LucasArts, Lucasfilm, Disney",,23000,787,0,"1,000,000 .. 2,000,000",627,87,195,87,1999,1999,0,334,1000000,2000000,1500000.0,"12 Nov, 2009",Adventure,False,77,0
383120,Empyrion - Galactic Survival,Eleon Game Studios,Eleon Game Studios,,26195,7052,0,"1,000,000 .. 2,000,000",5197,1145,460,1145,1999,1999,0,990,1000000,2000000,1500000.0,"5 Aug, 2020","Adventure, Indie, Simulation, Strategy",False,,1
115320,Prototype 2,Radical Entertainment,Activision,,11376,3605,0,"1,000,000 .. 2,000,000",847,0,383,0,3999,3999,0,144,1000000,2000000,1500000.0,"26 Jul, 2012","Action, Adventure",False,76,1
39000,Moonbase Alpha,"Virtual Heroes, Army Game Studio",NASA,,11622,1216,0,"1,000,000 .. 2,000,000",148,0,53,0,0,0,0,3,1000000,2000000,1500000.0,"6 Jul, 2010","Adventure, Simulation, Strategy",True,,0
577800,NBA 2K18,Visual Concepts,2K,,5473,13319,0,"1,000,000 .. 2,000,000",7069,4,3279,4,0,0,0,58,1000000,2000000,1500000.0,,"Simulation, Sports",False,87,0
235340,Prime World,Nival,Nival,,2214,1571,0,"1,000,000 .. 2,000,000",10000,0,253,0,0,0,0,2,1000000,2000000,1500000.0,"31 Mar, 2014","Action, Free To Play, Massively Multiplayer, RPG",False,65,1
1161580,Hardspace: Shipbreaker,Blackbird Interactive,Blackbird Interactive,,18276,2146,0,"1,000,000 .. 2,000,000",1273,37,493,37,3499,3499,0,270,1000000,2000000,1500000.0,"24 May, 2022",Simulation,False,83,2
1088150,Scribble It!,Detach Entertainment,Detach Entertainment,,6711,1080,0,"1,000,000 .. 2,000,000",290,137,94,211,0,0,0,76,1000000,2000000,1500000.0,"20 Oct, 2020","Casual, Indie, Free To Play",True,,2
790710,World of Warplanes,Wargaming Group Limited,Wargaming Group Limited,,3646,1460,0,"1,000,000 .. 2,000,000",12348,0,97,0,0,0,0,64,1000000,2000000,1500000.0,"10 Feb, 2022","Action, Massively Multiplayer, Simulation, Free To Play",True,69,11
670290,Real Pool 3D - Poolians,Poolians.com,Poolians.com,,13042,3918,0,"1,000,000 .. 2,000,000",382,12,88,13,0,0,0,911,1000000,2000000,1500000.0,"4 Jan, 2018","Action, Casual, Indie, Massively Multiplayer, Simulation, Sports, Strategy, Free To Play",True,,0
269950,X-Plane 11,Laminar Research,Laminar Research,,17554,1363,0,"1,000,000 .. 2,000,000",9459,236,2270,464,2999,2999,0,381,1000000,2000000,1500000.0,"30 Mar, 2017",Simulation,False,,129
247120,Portal 2 Sixense Perceptual Pack,,Sixense,,299,225,0,"1,000,000 .. 2,000,000",588,0,2,0,0,0,0,0,1000000,2000000,1500000.0,"20 Sep, 2013","Action, Adventure",False,,0
300380,Road Redemption,"Redemption Road, Pixel Dash Studios",Tripwire Presents,,10485,2262,0,"1,000,000 .. 2,000,000",308,10,119,15,1999,1999,0,21,1000000,2000000,1500000.0,"4 Oct, 2017","Action, Adventure, Indie, Racing, Simulation",False,,5
332950,Dark Deception,Glowstick Entertainment,Glowstick Entertainment,,18879,2352,0,"1,000,000 .. 2,000,000",154,30,33,30,0,0,0,162,1000000,2000000,1500000.0,"26 Sep, 2018","Action, Adventure, Indie, Free To Play",True,,5
232010,Euro Truck Simulator,SCS Software,SCS Software,,6093,1198,0,"1,000,000 .. 2,000,000",377,0,58,0,499,499,0,3,1000000,2000000,1500000.0,"8 Mar, 2013","Indie, Simulation",False,,0
1184140,KartRider: Drift,NEXON Korea Corporation,Nexon America Inc.,,3910,1460,0,"1,000,000 .. 2,000,000",131,0,67,0,0,0,0,3,1000000,2000000,1500000.0,"9 Jan, 2023",Racing,False,76,0
339600,VEGA Conflict,KIXEYE,KIXEYE,,2865,2020,0,"1,000,000 .. 2,000,000",4487,0,69,0,0,0,0,290,1000000,2000000,1500000.0,"14 Dec, 2015","Massively Multiplayer, Strategy, Free To Play",True,,0
410900,Forts,EarthWork Games,EarthWork Games,,20535,1786,0,"1,000,000 .. 2,000,000",1097,200,445,391,1499,1499,0,379,1000000,2000000,1500000.0,"19 Apr, 2017","Action, Indie, Strategy",False,74,8
715220,Ironsight,Wiple Games,Aeria Games,,4149,1145,0,"1,000,000 .. 2,000,000",572,0,68,0,0,0,0,0,1000000,2000000,1500000.0,"18 Dec, 2019","Action, Free To Play",False,,0
996470,eFootball  PES 2020,Konami Digital Entertainment,Konami Digital Entertainment,,18667,7563,0,"1,000,000 .. 2,000,000",3221,42,676,42,0,0,0,181,1000000,2000000,1500000.0,"10 Sep, 2019",Sports,False,,0
233290,Murdered: Soul Suspect,Airtight Games,Square Enix,,14278,2373,0,"1,000,000 .. 2,000,000",284,0,204,0,1999,1999,0,11,1000000,2000000,1500000.0,"5 Jun, 2014","Action, Adventure, RPG",False,59,0
1325860,VTube Studio,DenchiSoft,DenchiSoft,,5283,412,0,"1,000,000 .. 2,000,000",5897,1672,82,1437,0,0,0,10139,1000000,2000000,1500000.0,"12 Mar, 2021","Indie, Animation & Modeling, Video Production",True,,3
1407200,World of Tanks,Wargaming Group Limited,Wargaming Group Limited,,72570,15266,0,"1,000,000 .. 2,000,000",4756,1997,170,763,0,0,0,3869,1000000,2000000,1500000.0,"28 Apr, 2021","Action, Massively Multiplayer, Simulation, Free To Play",True,80,18
206210,Gotham City Impostors Free to Play,"Monolith Productions, Inc.",Warner Bros. Interactive Entertainment,,10295,1754,0,"1,000,000 .. 2,000,000",482,0,73,0,0,0,0,0,1000000,2000000,1500000.0,"30 Aug, 2012","Action, Free To Play",False,,0
879160,Battlerite Royale,Stunlock Studios,Stunlock Studios,,6088,2103,0,"1,000,000 .. 2,000,000",458,0,109,0,0,0,0,5,1000000,2000000,1500000.0,"19 Feb, 2019","Action, Free To Play, Massively Multiplayer",True,,3
728540,Islands of Nyne: Battle Royale,Define Human Studios,Define Human Studios,,3387,3302,0,"1,000,000 .. 2,000,000",269,0,102,0,0,0,0,0,1000000,2000000,1500000.0,"12 Jul, 2018","Action, Indie, Early Access",False,,0
285160,LEGO The Hobbit,"Traveller's Tales, Feral Interactive (Mac)","Warner Bros. Interactive Entertainment, Feral Interactive (Mac)",,7895,1882,0,"1,000,000 .. 2,000,000",521,0,112,0,1999,1999,0,69,1000000,2000000,1500000.0,"10 Apr, 2014","Action, Adventure",False,,3
246420,Kingdom Rush  - Tower Defense,Ironhide Game Studio,Ironhide Game Studio,,14430,402,0,"1,000,000 .. 2,000,000",884,272,485,272,999,999,0,214,1000000,2000000,1500000.0,"6 Jan, 2014",Strategy,False,,0
282660,Easy eSports,EasyAntiCheat Ltd,EasyAntiCheat Ltd,,7812,1883,0,"1,000,000 .. 2,000,000",1151,0,251,0,0,0,0,3,1000000,2000000,1500000.0,"10 Sep, 2015",Utilities,False,,0
544920,Darwin Project,Scavengers Studio,Scavengers Studio,,14978,3410,0,"1,000,000 .. 2,000,000",337,0,74,0,0,0,0,0,1000000,2000000,1500000.0,"13 Jan, 2020","Action, Indie, Free To Play",True,74,0
226860,Galactic Civilizations III,Stardock Entertainment,Stardock Entertainment,,7874,2408,0,"1,000,000 .. 2,000,000",1012,0,326,0,989,2999,67,161,1000000,2000000,1500000.0,"14 May, 2015",Strategy,False,81,17
329110,Gems of War - Puzzle RPG,Infinity Plus 2,505 Games,,7067,1723,0,"1,000,000 .. 2,000,000",5187,14,420,18,0,0,0,2002,1000000,2000000,1500000.0,"20 Nov, 2014","Action, Adventure, Casual, RPG, Strategy, Free To Play",True,,6
1418100,Swords of Legends Online,"Wangyuan Shengtang Entertainment Technology CO., 上海烛龙信息科技有限公司",Gameforge 4D GmbH,,3878,1944,0,"1,000,000 .. 2,000,000",1607,0,439,0,0,0,0,2,1000000,2000000,1500000.0,"9 Jul, 2021","Free To Play, Massively Multiplayer, RPG",False,,0
17570,"Pirates, Vikings, and Knights II",Octoshark Studios,Octoshark Studios,,5227,730,0,"1,000,000 .. 2,000,000",1779,0,85,0,0,0,0,13,1000000,2000000,1500000.0,"12 Feb, 2010","Action, Indie, Free To Play",True,,0
610080,Realm Grinder,Divine Games,Kongregate,,6185,917,0,"1,000,000 .. 2,000,000",2906,20,281,20,0,0,0,595,1000000,2000000,1500000.0,"15 Jun, 2017","Free To Play, RPG, Strategy",True,,0
1258080,Shop Titans,"Kabam Games, Inc.","Kabam Games, Inc.",,13249,3679,0,"1,000,000 .. 2,000,000",12421,9469,214,10352,0,0,0,3279,1000000,2000000,1500000.0,"5 May, 2020","Adventure, Casual, RPG, Simulation, Free To Play",True,,0
1419170,My Singing Monsters,Big Blue Bubble,Big Blue Bubble,,39143,2558,0,"1,000,000 .. 2,000,000",755,3,110,6,0,0,0,740,1000000,2000000,1500000.0,"24 Mar, 2021","Casual, Simulation, Free To Play",True,,19
380840,Teeworlds,Teeworlds Team,Teeworlds Team,,3869,507,0,"1,000,000 .. 2,000,000",258,0,46,0,0,0,0,11,1000000,2000000,1500000.0,"24 Aug, 2015","Action, Free To Play, Indie",True,,0
17430,Need for Speed Undercover,EA Black Box,Electronic Arts,,5969,1957,0,"1,000,000 .. 2,000,000",482,0,201,0,0,0,0,13,1000000,2000000,1500000.0,"19 Dec, 2008","Action, Racing",False,65,0
34830,Sniper: Ghost Warrior,City Interactive,CI Games,,4744,3381,0,"1,000,000 .. 2,000,000",503,267,104,267,799,799,0,18,1000000,2000000,1500000.0,"24 Jun, 2010",Action,False,55,2
571740,Golf It!,Perfuse Entertainment,Perfuse Entertainment,,26261,2748,0,"1,000,000 .. 2,000,000",679,40,275,44,899,899,0,352,1000000,2000000,1500000.0,"18 Aug, 2023","Casual, Indie, Simulation, Sports",False,,0
335330,Brick-Force,Exe Games Inc.,Infernum Games GmbH,,1605,2219,0,"1,000,000 .. 2,000,000",109,0,40,0,0,0,0,0,1000000,2000000,1500000.0,"11 Dec, 2014","Action, Free To Play",True,,0
627270,Injustice 2,"NetherRealm Studios, QLOC",WB Games,,19320,3077,0,"1,000,000 .. 2,000,000",888,50,275,81,4999,4999,0,275,1000000,2000000,1500000.0,"30 Nov, 2017",Action,False,86,22
597170,Clone Drone in the Danger Zone,Doborog Games,Doborog Games,,32025,1042,0,"1,000,000 .. 2,000,000",1248,0,665,0,1999,1999,0,212,1000000,2000000,1500000.0,"27 Jul, 2021","Action, Indie",False,82,0
251950,WWII Online,Cornered Rat Software,"Playnet, Inc.",,1863,1850,0,"1,000,000 .. 2,000,000",119,0,29,0,0,0,0,17,1000000,2000000,1500000.0,"6 Jul, 2023","Action, Casual, Indie, Massively Multiplayer, RPG, Simulation, Strategy, Free To Play",True,73,6
707010,Will To Live Online,AlphaSoft LLC,AlphaSoft LLC,,12263,5314,0,"1,000,000 .. 2,000,000",1839,6,81,6,0,0,0,542,1000000,2000000,1500000.0,"5 Apr, 2018","Action, Indie, Massively Multiplayer, RPG, Free To Play, Early Access",True,,1
301640,Zombie Army Trilogy,Rebellion,Rebellion,,15274,2389,0,"1,000,000 .. 2,000,000",383,86,189,123,4499,4499,0,91,1000000,2000000,1500000.0,"6 Mar, 2015",Action,False,72,0
215100,Ragnarok Online,Gravity Interactive,Gravity Interactive,,1651,642,0,"1,000,000 .. 2,000,000",269,0,102,0,0,0,0,80,1000000,2000000,1500000.0,,,,,
