appid,name,developer,publisher,score_rank,positive,negative,userscore,owners,average_forever,average_2weeks,median_forever,median_2weeks,price,initialprice,discount,ccu,owners_min,owners_max,owners_median,release_date,genres,is_free,metacritic_score,dlc_count
254200,FortressCraft Evolved!,ProjectorGames,Digital Tribe,,2173,830,0,"200,000 .. 500,000",3010,0,310,0,1299,1299,0,19,200000,500000,350000.0,"9 Nov, 2015","Adventure, Casual, Indie, RPG, Simulation, Strategy",False,,5
452490,The Cubicle.,"Roel van Beek, Jurgen Hoogeboom, Joppe de Graaf, Jesper van den Ende",Pelican Party Studios,,541,78,0,"200,000 .. 500,000",189,0,31,0,0,0,0,2,200000,500000,350000.0,"5 Apr, 2016","Action, Adventure, Casual, Free To Play, Indie, Simulation",True,,0
357480,Frozen Free Fall: Snowball Fight,SuperVillain Studios,Disney,,1134,774,0,"200,000 .. 500,000",156,0,39,0,0,0,0,2,200000,500000,350000.0,"15 Sep, 2015","Casual, Free To Play",False,,0
24670,Trainz Simulator 12,N3V Games,N3V Games,,1449,506,0,"200,000 .. 500,000",2108,0,209,0,999,999,0,27,200000,500000,350000.0,"8 Jun, 2011",Simulation,False,,11
663090,Granado Espada,"IMCGAMES Co.,Ltd.","IMCGAMES Co.,Ltd.",,824,464,0,"200,000 .. 500,000",58132,9307,13129,9307,0,0,0,1313,200000,500000,350000.0,"15 Oct, 2017","Massively Multiplayer, RPG, Free To Play",True,,1
339230,ZOMBI,Straight Right,Ubisoft,,1840,1031,0,"200,000 .. 500,000",494,0,430,0,1999,1999,0,4,200000,500000,350000.0,"Aug 18, 2015","Action, Adventure",False,65,0
1227800,Quantum League - Free Open Beta,Nimble Giant Entertainment,Nimble Giant Entertainment,,541,215,0,"200,000 .. 500,000",43,0,49,0,0,0,0,0,200000,500000,350000.0,"21 Feb, 2020","Action, Free To Play, Sports, Strategy",False,,0
790600,Stormbound,"Paladin Studios, Stormbound Games",Stormbound B.V.,,821,353,0,"200,000 .. 500,000",292,0,297,0,0,0,0,13,200000,500000,350000.0,"15 May, 2018","Indie, Strategy, Free To Play",True,,0
743370,Soccer Manager 2018,Soccer Manager Ltd,Soccer Manager Ltd,,298,135,0,"200,000 .. 500,000",89,0,124,0,0,0,0,1,200000,500000,350000.0,"22 Dec, 2017",Sports,False,,0
669580,The Ultimatest Battle,Ediogames,Ediogames,,405,106,0,"200,000 .. 500,000",47,0,41,0,0,0,0,0,200000,500000,350000.0,"12 Sep, 2017","Action, Free To Play, Indie, Massively Multiplayer",True,,0
1142130,They Can't Stop All Of Us,"B Michael B, ChainWave Games, Blake Gillman",ChainWave Games,,1219,433,0,"200,000 .. 500,000",53,0,42,0,0,0,0,0,200000,500000,350000.0,"1 Nov, 2019","Action, Free To Play, Indie, Strategy",True,,2
1498570,THE KING OF FIGHTERS XV,SNK CORPORATION,SNK CORPORATION,,6982,1386,0,"200,000 .. 500,000",3001,0,413,0,2999,2999,0,199,200000,500000,350000.0,"12 Dec, 2024",Action,False,85,16
839910,Mythgard,"Monumental, LLC","Monumental, LLC",,1147,191,0,"200,000 .. 500,000",138,0,187,0,0,0,0,12,200000,500000,350000.0,"18 Sep, 2020","Casual, Free To Play, Indie, Strategy",True,,1
425220,One Piece Burning Blood,"Spike Chunsoft Co., Ltd.",BANDAI NAMCO Entertainment,,3867,958,0,"200,000 .. 500,000",461,819,281,819,4999,4999,0,13,200000,500000,350000.0,"1 Sep, 2016",Action,False,,3
201510,FlatOut 3: Chaos & Destruction,Team 6 Studios,Strategy First,,719,3269,0,"200,000 .. 500,000",43,0,13,0,199,999,80,1,200000,500000,350000.0,"13 Dec, 2011",Racing,False,23,0
202310,Ridge Racer Unbounded,BUGBEAR,BANDAI NAMCO Entertainment,,1054,678,0,"200,000 .. 500,000",171,450,37,450,299,1499,80,0,200000,500000,350000.0,"29 Mar, 2012",Racing,False,72,4
1801650,Lost: Find,DSGame,DSGame,,1778,249,0,"200,000 .. 500,000",835,0,245,0,399,399,0,5,200000,500000,350000.0,"3 Dec, 2021",Casual,False,,1
385370,Radiator 2: Anniversary Edition,Robert Yang,Robert Yang,,2537,406,0,"200,000 .. 500,000",57,0,25,0,0,0,0,2,200000,500000,350000.0,"16 Jun, 2016","Action, Casual, Free To Play, Indie, Simulation",True,,0
1718870,Spaceflight Simulator,Team Curiosity ✦,Team Curiosity ✦,,6085,233,0,"200,000 .. 500,000",962,0,1040,0,1499,1499,0,100,200000,500000,350000.0,"17 Feb, 2022","Indie, Simulation, Early Access",False,,0
407900,Princess Remedy in a World of Hurt,"Ludosity, Remar Games",Ludosity,,2799,63,0,"200,000 .. 500,000",240,0,223,0,0,0,0,1,200000,500000,350000.0,"1 Jan, 2016","Action, Adventure, Indie",True,,0
1368340,Beneath a Steel Sky,Revolution Software Ltd,Revolution Software Ltd,,451,53,0,"200,000 .. 500,000",335,0,599,0,0,0,0,2,200000,500000,350000.0,"27 Jul, 2020","Adventure, Indie, Free To Play",True,,0
340460,Spartans Vs Zombies Defense,Lei,Lei,,350,397,0,"200,000 .. 500,000",35,0,40,0,0,0,0,1,200000,500000,350000.0,"6 Jan, 2015","Action, Casual, Free To Play, Indie, Strategy",True,,0
343750,Firefly Online Cortex,Spark Plug Games,QMx Interactive,,275,384,0,"200,000 .. 500,000",89,0,112,0,0,0,0,0,200000,500000,350000.0,"29 Jan, 2015","Indie, RPG",False,,0
799860,BREATHE,dotBunny,dotBunny,,180,187,0,"200,000 .. 500,000",3625,0,5433,0,0,0,0,0,200000,500000,350000.0,"8 Mar, 2018","Adventure, Free To Play, Simulation",True,,0
414120,Modbox,Modbox,Modbox,,191,31,0,"200,000 .. 500,000",63,0,72,0,1499,1499,0,0,200000,500000,350000.0,"5 Apr, 2016","Action, Adventure, Casual, Indie, Simulation, Early Access",False,,0
1017100,Territory Idle,Aleksandr Golovkin,Aleksandr Golovkin,,1308,329,0,"200,000 .. 500,000",3438,0,163,0,0,0,0,179,200000,500000,350000.0,"10 Sep, 2019","Free To Play, Indie, Strategy",True,,0
708420,Broken Ground,Bad Viking,Bad Viking,,305,110,0,"200,000 .. 500,000",314,0,378,0,0,0,0,0,200000,500000,350000.0,"12 Apr, 2018","Action, Free To Play, Indie, Strategy",False,,0
1083600,Grow Defense,SoftCowGames,SoftCowGames,,447,131,0,"200,000 .. 500,000",891,0,1735,0,0,0,0,27,200000,500000,350000.0,"10 Jan, 2021","Casual, Indie, Strategy, Free To Play",True,,0
557400,Midas Gold Plus,Holyday Studios,Holyday Studios,,1505,250,0,"200,000 .. 500,000",1700,0,132,0,0,0,0,30,200000,500000,350000.0,"1 Feb, 2017","Adventure, Casual, Free To Play, Indie, RPG, Simulation",True,,0
330000,Kingdoms CCG,Ganz Studio,Ganz,,71,68,0,"200,000 .. 500,000",141,0,55,0,0,0,0,0,200000,500000,350000.0,"22 Jan, 2015","Free To Play, Strategy",False,,0
508550,Sneak Thief,Nicholas Rizzo,Nicholas Rizzo,,1333,465,0,"200,000 .. 500,000",126,1,168,1,1499,1499,0,4,200000,500000,350000.0,"7 May, 2022","Action, Indie, Strategy",False,,0
300820,Disney•Pixar Toy Story 3: The Video Game,Avalanche Software,Disney,,1246,499,0,"200,000 .. 500,000",312,0,111,0,1999,1999,0,21,200000,500000,350000.0,"6 Oct, 2014","Action, Adventure",False,73,0
855010,270 | Two Seventy US Election,Political Games LLC,Political Games LLC,,795,257,0,"200,000 .. 500,000",160,0,161,0,0,0,0,9,200000,500000,350000.0,"31 May, 2018",Strategy,True,,0
351800,Dev Guy,Daniel Jonathan Bourke,Project Tranquil,,1410,368,0,"200,000 .. 500,000",48,0,57,0,0,0,0,1,200000,500000,350000.0,"20 May, 2015","Adventure, Free To Play, Indie",True,,0
1026820,Coloring Game,L. Stotch,L. Stotch,,3322,260,0,"200,000 .. 500,000",441,15,45,15,0,0,0,12,200000,500000,350000.0,"12 Apr, 2019","Casual, Indie, Free To Play",True,,5
715310,Urban Rivals,Acute Games,Acute Games,,426,217,0,"200,000 .. 500,000",75,0,35,0,0,0,0,16,200000,500000,350000.0,"18 Oct, 2017","Action, Indie, Massively Multiplayer, RPG, Strategy, Free To Play",True,,0
41300,Altitude,Nimbly Games,Nimbly Games,,1753,154,0,"200,000 .. 500,000",280,0,95,0,0,0,0,3,200000,500000,350000.0,"4 Dec, 2009","Action, Casual, Free To Play, Indie, Simulation, Strategy",True,79,0
270630,Haunt the House: Terrortown,SFB Games,SFB Games,,1856,274,0,"200,000 .. 500,000",119,0,116,0,499,499,0,2,200000,500000,350000.0,"6 Jun, 2014","Action, Casual, Indie",False,,1
765710,Light Bearers,"FAT BOMB STUDIOS, LLC","FAT BOMB STUDIOS, LLC",,1087,126,0,"200,000 .. 500,000",84,0,52,0,0,0,0,0,200000,500000,350000.0,"23 Oct, 2018","Action, Casual, Indie, Free To Play",True,,1
1670,Iron Warriors: T-72 Tank Command ,Crazy House,Strategy First,,183,108,0,"200,000 .. 500,000",80,0,80,0,599,599,0,0,200000,500000,350000.0,"26 Jul, 2006",Strategy,False,56,0
209060,Drunken Robot Pornography,"Dejobaan Games, LLC","Dejobaan Games, LLC",,548,108,0,"200,000 .. 500,000",38,0,33,0,1499,1499,0,0,200000,500000,350000.0,"19 Feb, 2014","Action, Indie",False,66,0
508390,Scrap Garden - The Day Before,"Egidijus Bachur, Alexey Davydov",Flazm,,749,240,0,"200,000 .. 500,000",39,0,35,0,0,0,0,0,200000,500000,350000.0,"7 Oct, 2016","Action, Adventure, Indie",True,,0
453890,Black Rose,Sir Bedlam Productions,Sir Bedlam Productions,,769,195,0,"200,000 .. 500,000",168,0,37,0,0,0,0,0,200000,500000,350000.0,"15 Mar, 2016","Adventure, Free To Play, Indie",True,,0
1747650,The Darkest Tales — Into the Nightmare,Trinity Team,101XP,,1608,280,0,"200,000 .. 500,000",54,0,59,0,0,0,0,2,200000,500000,350000.0,"14 Oct, 2021","Action, Adventure, Casual, Indie, RPG, Simulation, Free To Play",True,,0
228760,TrackMania² Canyon,Nadeo,Ubisoft,,1486,346,0,"200,000 .. 500,000",2025,0,123,0,1999,1999,0,18,200000,500000,350000.0,"27 Feb, 2013","Racing, Sports",False,81,0
549090,Counter Agents,"James Montgomery, Daniel Paez, Jeff Jackman, Lance Montgomery, Michael Nova",Counter_Agents_Team,,146,15,0,"200,000 .. 500,000",53,0,95,0,0,0,0,0,200000,500000,350000.0,"1 Dec, 2016","Action, Adventure, Casual, Indie, Strategy, Free To Play",True,,0
452230,Spellstone,Synapse Games,Kongregate,,289,167,0,"200,000 .. 500,000",449,0,476,0,0,0,0,6,200000,500000,350000.0,"14 Nov, 2016","Adventure, Free To Play, RPG, Strategy",True,,3
271920,Worlds Adrift Island Creator,Bossa Studios,Bossa Studios,,459,91,0,"200,000 .. 500,000",295,0,81,0,0,0,0,0,200000,500000,350000.0,"28 Apr, 2016",Simulation,True,,0
2224850,EMPTY SHELL: PROLOGUE,CC ARTS,Hyperstrange,,1290,77,0,"200,000 .. 500,000",49,0,68,0,0,0,0,1,200000,500000,350000.0,"6 Jan, 2023","Action, Adventure, Indie, Free To Play",True,,0
992070,Idle Wizard,TwoWizards,TwoWizards,,1383,213,0,"200,000 .. 500,000",3899,4929,668,4929,0,0,0,524,200000,500000,350000.0,"24 Jan, 2019","Indie, Free To Play",True,,2
265690,NaissanceE,Limasse Five,Limasse Five,,3327,598,0,"200,000 .. 500,000",121,126,72,126,0,0,0,1,200000,500000,350000.0,"13 Feb, 2014","Adventure, Indie",True,66,0
343630,CroNix,MAGICS,MAGICS,,211,234,0,"200,000 .. 500,000",110,0,46,0,0,0,0,1,200000,500000,350000.0,"17 Jul, 2015","Action, Casual, Free To Play, Strategy",True,,0
694130,My Free Zoo,upjers,upjers,,415,247,0,"200,000 .. 500,000",321,0,546,0,0,0,0,56,200000,500000,350000.0,"28 Nov, 2017","Casual, Simulation, Free To Play",True,,0
397100,MachineCraft,G2CREW,G2CREW,,686,203,0,"200,000 .. 500,000",2015,0,52,0,0,0,0,2,200000,500000,350000.0,"25 Mar, 2016","Free To Play, Indie, Simulation, Early Access",True,,1
1248990,"Mýrdalssandur, Iceland",Matt Newell,Matt Newell,,1449,136,0,"200,000 .. 500,000",44,0,21,0,0,0,0,0,200000,500000,350000.0,"6 Mar, 2020","Adventure, Casual, Free To Play, Indie, Simulation",False,,0
350990,Bloodwood Reload,Luminy Studios,Luminy Studios,,164,257,0,"200,000 .. 500,000",79,0,79,0,0,0,0,3,200000,500000,350000.0,"2 Nov, 2015","Adventure, Free To Play, Indie",True,,0
294160,Galcon 2: Galactic Conquest,"Hassey Enterprises, Inc.","Hassey Enterprises, Inc.",,719,140,0,"200,000 .. 500,000",57,0,39,0,0,0,0,4,200000,500000,350000.0,"5 Dec, 2014","Free To Play, Indie, Strategy",True,,0
396280,Anarchy Online,Funcom,Funcom,,222,46,0,"200,000 .. 500,000",114,0,114,0,0,0,0,1,200000,500000,350000.0,"22 Feb, 2017","Action, Adventure, Free To Play, Massively Multiplayer, RPG, Strategy",True,72,3
416450,Emporea: Realms of War and Magic,Pixel Federation,Pixel Federation,,359,167,0,"200,000 .. 500,000",601,0,150,0,0,0,0,37,200000,500000,350000.0,"8 Jun, 2016","Free To Play, Indie, Massively Multiplayer, RPG, Strategy",True,,0
1516240,Mitoza,Gal Mamalya,Second Maze,,3299,124,0,"200,000 .. 500,000",47,0,36,0,0,0,0,2,200000,500000,350000.0,"5 Mar, 2021","Adventure, Indie",True,,0
348670,Immune - True Survival,vidiludi games and entertainment,vidiludi games and entertainment,,829,586,0,"200,000 .. 500,000",317,0,135,0,0,0,0,0,200000,500000,350000.0,"9 Dec, 2016","Action, Adventure, Indie, Massively Multiplayer, RPG",False,,0
1383550,Soul Dossier ,（Hong Kong）GKD Game Studio,鸽屋咕游戏,,839,578,0,"200,000 .. 500,000",119,0,157,0,0,0,0,0,200000,500000,350000.0,"8 Jan, 2021","Action, Adventure, Free To Play, Indie, Massively Multiplayer, RPG, Strategy, Early Access",False,,0
314520,Euro Fishing,Dovetail Games,Dovetail Games,,1172,624,0,"200,000 .. 500,000",1012,0,592,0,1499,1499,0,4,200000,500000,350000.0,"2 Nov, 2015","Simulation, Sports",False,,9
2093910,Time Walker: Dark World,Heartfun,"Leyo Games, 2P Games",,1224,193,0,"200,000 .. 500,000",911,0,666,0,499,499,0,25,200000,500000,350000.0,"29 Nov, 2023","Indie, Strategy",False,,1
435440,Galaxy Control: 3D Strategy,FX Games Media,FX Games Media,,303,214,0,"200,000 .. 500,000",147,0,148,0,0,0,0,15,200000,500000,350000.0,"10 Aug, 2016","Free To Play, Massively Multiplayer, Strategy",True,,0
651090,Aces High III,HiTech Creations Inc.,HiTech Creations Inc.,,245,173,0,"100,000 .. 200,000",84,0,122,0,0,0,0,3,100000,200000,150000.0,"23 Aug, 2017","Free To Play, Massively Multiplayer, Simulation",True,,0
460060,Varenje,Play Cute,JoyBits Ltd.,,1263,188,0,"100,000 .. 200,000",184,0,323,0,0,0,0,0,100000,200000,150000.0,"3 Jul, 2018","Adventure, Casual, Indie, Free To Play",True,,4
265610,Epic Battle Fantasy 4,Matt Roszak,Matt Roszak,,3062,96,0,"100,000 .. 200,000",1768,13,816,13,1499,1499,0,11,100000,200000,150000.0,"25 Feb, 2014","Adventure, RPG",False,,1
2828500,The Jackbox Megapicker,"Jackbox Games, Inc.","Jackbox Games, Inc.",,539,167,0,"100,000 .. 200,000",506,61,163,48,0,0,0,153,100000,200000,150000.0,"29 Jul, 2024","Free To Play, Utilities",True,,0
463060,Clover Tale,FIVE-BN GAMES,FIVE-BN GAMES,,624,211,0,"100,000 .. 200,000",2090,0,2105,0,0,0,0,7,100000,200000,150000.0,"15 Jun, 2016","Adventure, Casual, Free To Play",True,,0
1538570,Patron,Overseer Games,Overseer Games,,2190,805,0,"100,000 .. 200,000",342,0,162,0,399,1999,80,35,100000,200000,150000.0,"10 Aug, 2021","Simulation, Strategy",False,,3
795580,THE DAY Online,Reloaded Studios,Reloaded Studios,,327,230,0,"100,000 .. 200,000",51,0,20,0,0,0,0,0,100000,200000,150000.0,"3 Apr, 2018","Action, Free To Play, Early Access",False,,0
424830,Bell Ringer,Night Node Software,Night Node Software,,98,321,0,"100,000 .. 200,000",221,0,247,0,0,0,0,0,100000,200000,150000.0,"18 Mar, 2016","Action, Indie, Free To Play",True,,0
799240,My Free Farm 2,upjers,upjers,,425,286,0,"100,000 .. 200,000",3590,0,149,0,0,0,0,95,100000,200000,150000.0,"3 Apr, 2018","Casual, Simulation, Free To Play",True,,0
1133730,Second Galaxy,Zilong Game Limited,Zilong Game Limited,,621,571,0,"100,000 .. 200,000",1117,0,89,0,0,0,0,4,100000,200000,150000.0,"11 Sep, 2019","Free To Play, Massively Multiplayer, RPG, Strategy",True,,0
1377150,Operation: Tango - Demo,Clever Plays,Clever Plays,,1781,290,0,"100,000 .. 200,000",192,61,192,61,0,0,0,13,100000,200000,150000.0,"28 Aug, 2020","Adventure, Casual",True,,0
351290,SURVIVAL: Postapocalypse Now,TB Games,TB Games,,4993,3896,0,"100,000 .. 200,000",560,0,118,0,1499,1499,0,3,100000,200000,150000.0,"3 Dec, 2019","Action, Adventure, Indie, Massively Multiplayer, Simulation",False,,2
360730,Cards and Castles,Red Team Games,Red Team Games,,561,208,0,"100,000 .. 200,000",237,0,351,0,0,0,0,1,100000,200000,150000.0,"18 Dec, 2015","Indie, Massively Multiplayer, Strategy, Free To Play",True,,0
416590,Emily Wants To Play,Shawn Hitchcock,Hitchcock Games,,1711,480,0,"100,000 .. 200,000",273,0,39,0,499,499,0,1,100000,200000,150000.0,"10 Dec, 2015","Action, Adventure, Casual, Indie, Simulation, Strategy",False,,0
358270,Death Rally (Classic),Remedy,3D Realms (Apogee Software),,693,68,0,"100,000 .. 200,000",33,0,36,0,0,0,0,5,100000,200000,150000.0,"5 May, 2014",Racing,True,,0
744810,A Raven Monologue,Mojiken,Toge Productions,,2510,147,0,"100,000 .. 200,000",17,0,22,0,0,0,0,1,100000,200000,150000.0,"11 Jan, 2018","Casual, Indie, Free To Play",True,,1
528060,東周列萌志 Philosophic Love,"IWPLAY WORLD INTERACTIVE ENTERTAINMENT TECHNOLOGY CO., LTD.","IWPLAY WORLD INTERACTIVE ENTERTAINMENT TECHNOLOGY CO., LTD.",,781,88,0,"100,000 .. 200,000",120,0,83,0,0,0,0,1,100000,200000,150000.0,"17 Aug, 2018","Casual, Free To Play, Indie",True,,4
491130,Red Trigger,Bold Spirit Game Studio,Bold Spirit Game Studio,,1819,214,0,"100,000 .. 200,000",44,0,35,0,699,699,0,0,100000,200000,150000.0,"8 Jul, 2016","Action, Adventure, Indie",False,,0
315060,Bloop Reloaded,2SD,KISS ltd,,230,122,0,"100,000 .. 200,000",192,0,204,0,0,0,0,0,100000,200000,150000.0,"6 Feb, 2015","Casual, Indie, Simulation",False,,0
439370,Midair,Archetype Studios,Archetype Studios,,470,377,0,"100,000 .. 200,000",152,0,37,0,0,0,0,0,100000,200000,150000.0,"3 May, 2018","Action, Indie, Massively Multiplayer, Free To Play",True,,0
1813150,Jack Move: I.C.E. Breaker,So Romantic,HypeTrain Digital,,505,31,0,"100,000 .. 200,000",27,0,29,0,0,0,0,0,100000,200000,150000.0,"19 May, 2022","Adventure, Indie, RPG",False,,0
596650,Tap Adventure: Time Travel,Avallon Alliance,Panoramik inc,,558,432,0,"100,000 .. 200,000",4007,0,162,0,0,0,0,3,100000,200000,150000.0,"3 Mar, 2017","Adventure, Free To Play",False,,0
2304990,Crypto Miner Tycoon Simulator Starter Edition,Bigosaur,"CreativeForge Games, G-DEVS.com",,1145,145,0,"100,000 .. 200,000",346,0,154,0,0,0,0,21,100000,200000,150000.0,"24 Apr, 2023",Simulation,True,,0
1258040,Super Bernie World,Gamedevs for Bernie,Kitsune Games,,2458,645,0,"100,000 .. 200,000",45,0,27,0,0,0,0,2,100000,200000,150000.0,"9 Mar, 2020","Action, Adventure, Free To Play, Indie",True,,2
322780,Worlds Adrift,Bossa Studios,Bossa Studios,,3526,2006,0,"100,000 .. 200,000",3143,0,2362,0,0,0,0,0,100000,200000,150000.0,"24 May, 2017","Action, Adventure, Indie, Massively Multiplayer, Early Access",False,,0
691730,FPV Drone Simulator,DreamEscape,DreamEscape,,329,170,0,"100,000 .. 200,000",162,5,69,5,0,0,0,5,100000,200000,150000.0,"9 Sep, 2017","Free To Play, Racing, Simulation, Early Access",True,,0
509420,Riding Club Championships,Artplant,Artplant,,523,183,0,"100,000 .. 200,000",37,0,48,0,0,0,0,4,100000,200000,150000.0,"27 Sep, 2016","Action, Racing, Sports, Free To Play",False,,0
1554790,Coloring Game 4,L. Stotch,L. Stotch,,1405,92,0,"100,000 .. 200,000",1237,0,142,0,0,0,0,17,100000,200000,150000.0,"30 Jul, 2021","Casual, Indie, Free To Play",True,,25
414730,Epic Clicker Journey,Cleversan Software,Cleversan Software,,467,223,0,"100,000 .. 200,000",426,0,168,0,0,0,0,3,100000,200000,150000.0,"21 Apr, 2016","Adventure, Casual, Indie, Free To Play",True,,0
346850,Chip's Challenge 1,Niffler Ltd.,Niffler Ltd.,,796,93,0,"100,000 .. 200,000",114,0,98,0,0,0,0,17,100000,200000,150000.0,"28 May, 2015","Action, Adventure, Strategy, Free To Play",True,,0
432100,Negligee,Dharker Studios,Dharker Studios,,564,141,0,"100,000 .. 200,000",104,0,134,0,1499,1499,0,0,100000,200000,150000.0,"19 Oct, 2016","Adventure, Casual, Indie",False,,7
1194840,Frog Fractions: Game of the Decade Edition,"Twinbeard, Inc.","Twinbeard, Inc.",,2454,132,0,"100,000 .. 200,000",82,0,73,0,0,0,0,4,100000,200000,150000.0,"2 Aug, 2020","Action, Adventure, Casual, Free To Play, Indie, Simulation",True,,2
442710,Fantasy Tales Online,Cold Tea Studio,,,318,144,0,"100,000 .. 200,000",36,0,39,0,0,0,0,3,100000,200000,150000.0,"5 May, 2016","Free To Play, Indie, Massively Multiplayer, RPG, Early Access",True,,1
803030,Seek Or Die,Flashynurav,FLNStudios,,114,56,0,"100,000 .. 200,000",120,0,153,0,0,0,0,0,100000,200000,150000.0,"27 Apr, 2018","Casual, Free To Play, Indie",True,,0
522090,Medieval Defenders,Creobit,8Floor,,91,159,0,"100,000 .. 200,000",292,0,332,0,1499,1499,0,0,100000,200000,150000.0,"11 Nov, 2016","Action, Casual, Indie, RPG, Strategy",False,,1
1256610,Dream Date,ADOG,ADOG,,2217,382,0,"100,000 .. 200,000",36,0,31,0,199,199,0,1,100000,200000,150000.0,"9 May, 2020","Adventure, Casual, Indie, RPG, Simulation",False,,0
1148510,Pretty Angel,GirlGames,GirlGames,,3256,296,0,"100,000 .. 200,000",241,0,38,0,99,99,0,0,100000,200000,150000.0,"13 Dec, 2019","Casual, Indie, RPG, Simulation",False,,1
740470,Echoed World,Team DOTS,Team DOTS,,426,136,0,"100,000 .. 200,000",98,0,179,0,0,0,0,0,100000,200000,150000.0,"4 Dec, 2017","Action, Adventure, Free To Play, Indie",True,,0
70100,Hacker Evolution,exosyphen studios,exosyphen studios,,710,337,0,"100,000 .. 200,000",223,241,195,241,299,299,0,1,100000,200000,150000.0,"14 Sep, 2010",Simulation,False,,2
490230,SWARMRIDERS,Walter Machado,Walter Machado,,431,55,0,"100,000 .. 200,000",214,0,224,0,0,0,0,1,100000,200000,150000.0,"15 Jun, 2016","Action, Indie, Free To Play",True,,1
1043180,Lovers of Aether,"Dan Fornace, Pizza Freak",Aether Studios,,1463,103,0,"100,000 .. 200,000",211,0,141,0,0,0,0,0,100000,200000,150000.0,"1 Apr, 2019","Casual, Indie, Simulation",True,,0
459160,Allods Online,IT Territory,MY.GAMES ,,568,231,0,"100,000 .. 200,000",1910,0,1601,0,0,0,0,10,100000,200000,150000.0,"3 Jun, 2016","Massively Multiplayer, RPG, Free To Play",True,69,0
1415410,Farm Manager 2021: Prologue,Cleversan Games,"PlayWay S.A., Sim Farm S.A.",,757,235,0,"100,000 .. 200,000",104,0,70,0,0,0,0,1,100000,200000,150000.0,"14 Jan, 2021","Indie, Simulation, Strategy",False,,0
1003400,The Lord of the Rings: Journeys in Middle-earth,Fantasy Flight Games,Fantasy Flight Games,,764,76,0,"100,000 .. 200,000",3105,0,2102,0,0,0,0,16,100000,200000,150000.0,"18 Apr, 2019","Adventure, RPG, Strategy",True,,3
413170,Metal Assault,GNISoft,"Gravity Interactive, Inc.",,173,125,0,"100,000 .. 200,000",135,0,188,0,0,0,0,0,100000,200000,150000.0,,,,,
723390,Hunt Down The Freeman,Royal Rudius Entertainment,Royal Rudius Entertainment,,2174,1909,0,"100,000 .. 200,000",352,0,407,0,999,999,0,12,100000,200000,150000.0,"23 Feb, 2018",Action,False,,0
440740,Epic battles within 5 seconds!,YFC games,YFC games,,195,157,0,"100,000 .. 200,000",89,0,37,0,0,0,0,4,100000,200000,150000.0,"8 Feb, 2016","Action, Casual, Free To Play, Indie, Strategy",True,,0
454600,Age of Cavemen,Fuero Games,Fuero Games,,310,239,0,"100,000 .. 200,000",1956,0,2022,0,0,0,0,0,100000,200000,150000.0,"24 May, 2016","Free To Play, Massively Multiplayer, Strategy",False,,0
474010,The NADI Project,Monkeys Tales Studio,Monkeys Tales Studio,,300,152,0,"100,000 .. 200,000",33,0,51,0,0,0,0,1,100000,200000,150000.0,"1 Jun, 2016","Adventure, Free To Play, Indie",True,,0
640150,Tale of Toast,Toasty Leaf AB,Toasty Leaf AB,,390,372,0,"100,000 .. 200,000",333,0,127,0,0,0,0,1,100000,200000,150000.0,"23 Feb, 2018","Adventure, Free To Play, Indie, RPG, Early Access",True,,0
1284240,Black Book: Prologue,Morteshka,HypeTrain Digital,,1186,72,0,"100,000 .. 200,000",68,0,97,0,0,0,0,0,100000,200000,150000.0,"5 May, 2020","Adventure, Indie, RPG, Strategy",False,,0
1201400,Not For Broadcast: Prologue,NotGames,tinyBuild,,704,55,0,"100,000 .. 200,000",37,0,37,0,0,0,0,0,100000,200000,150000.0,"11 Dec, 2019","Indie, Simulation",True,,0
439940,Lucid9: Inciting Incident,Fallen Snow Studios,Fallen Snow Studios,,935,100,0,"100,000 .. 200,000",311,0,480,0,0,0,0,3,100000,200000,150000.0,"14 Apr, 2016","Casual, Simulation, Free To Play",True,,1
531960,Bloody Walls,L. Stotch,L. Stotch,,1140,299,0,"100,000 .. 200,000",46,0,39,0,0,0,0,0,100000,200000,150000.0,"28 Sep, 2016","Action, Free To Play, Indie",True,,3
524970,Helmet Heroes,Helmet Games,Helmet Games,,487,429,0,"100,000 .. 200,000",1350,23,37,23,0,0,0,4,100000,200000,150000.0,"3 Oct, 2016","Action, Adventure, Free To Play, Massively Multiplayer, RPG",False,,0
792220,Paunch,Kozhakov,Kozhakov,,9969,1159,0,"100,000 .. 200,000",35,8,20,8,0,0,0,5,100000,200000,150000.0,"4 Dec, 2019","Action, Free To Play, Indie, Massively Multiplayer, RPG, Sports",True,,1
11130,Sherlock Holmes: The Mystery of the Mummy,Frogwares,Frogwares,,139,348,0,"100,000 .. 200,000",25,0,32,0,0,0,0,0,100000,200000,150000.0,"6 Aug, 2009",Adventure,True,61,0
605610,Dawn,Brave Rabbit Games,SMU Guildhall,,777,73,0,"100,000 .. 200,000",64,0,85,0,0,0,0,0,100000,200000,150000.0,"31 Mar, 2017","Adventure, Casual, Free To Play",True,,0
786450,Don't Bite Me Bro! +,MUIFWEGO,MUIFWEGO,,273,67,0,"100,000 .. 200,000",87,0,106,0,99,99,0,2,100000,200000,150000.0,"16 Jul, 2018","Action, Adventure, Indie, RPG, Simulation, Strategy",False,,14
